workload,seed,observed_policy,review_ticks,tick,eligible_count,frozen_greedy,frozen_delay,pooled_greedy,pooled_delay,analytical_greedy,analytical_delay
competition,306,greedy,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a1j0
competition,306,greedy,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,306,myopic,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a1j0
competition,306,myopic,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,306,uncertainty,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a1j0
competition,306,uncertainty,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,307,delay,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,307,delay,1,1,2,a2j0,a0j0,a2j0,a0j0,a2j0,a0j0
competition,307,delay,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,delay,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,edf,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,307,edf,1,1,2,a2j0,a0j0,a2j0,a0j0,a2j0,a0j0
competition,307,edf,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,edf,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,fcfs,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,307,fcfs,1,1,2,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,fcfs,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,fcfs,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,greedy,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,307,greedy,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,307,greedy,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,greedy,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,307,myopic,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,307,myopic,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,307,myopic,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,myopic,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,307,uncertainty,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,307,uncertainty,1,1,2,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,uncertainty,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,uncertainty,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,delay,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,delay,2,2,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,307,delay,2,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,delay,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,edf,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,edf,2,2,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,307,edf,2,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,edf,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,fcfs,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,fcfs,2,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,fcfs,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,307,greedy,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,greedy,2,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,myopic,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,myopic,2,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,uncertainty,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,307,uncertainty,2,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,307,uncertainty,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,308,delay,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,delay,1,1,2,a2j0,a2j0,a2j0,a2j0,a1j0,a2j0
competition,308,delay,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,delay,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,308,edf,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,edf,1,1,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,edf,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,edf,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,fcfs,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,fcfs,1,1,2,a2j0,a2j0,a2j0,a2j0,a1j0,a2j0
competition,308,fcfs,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,fcfs,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,308,greedy,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,greedy,1,1,2,a2j0,a2j0,a2j0,a2j0,a1j0,a2j0
competition,308,greedy,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,greedy,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,308,myopic,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,myopic,1,1,2,a2j0,a2j0,a2j0,a2j0,a1j0,a2j0
competition,308,myopic,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,myopic,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,308,uncertainty,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,uncertainty,1,1,2,a2j0,a2j0,a2j0,a2j0,a1j0,a2j0
competition,308,uncertainty,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,uncertainty,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,308,delay,2,0,3,a0j0,a2j0,a0j0,a2j0,a0j0,a0j0
competition,308,delay,2,2,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,delay,2,6,3,a0j1,a2j1,a0j1,a2j1,a0j1,a2j1
competition,308,delay,2,8,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,edf,2,0,3,a0j0,a2j0,a0j0,a2j0,a0j0,a0j0
competition,308,edf,2,2,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,308,edf,2,6,3,a0j1,a2j1,a0j1,a2j1,a0j1,a2j1
competition,308,edf,2,8,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,308,fcfs,2,0,3,a0j0,a2j0,a0j0,a2j0,a0j0,a0j0
competition,308,fcfs,2,6,3,a0j1,a2j1,a0j1,a2j1,a0j1,a2j1
competition,308,greedy,2,0,3,a0j0,a2j0,a0j0,a2j0,a0j0,a0j0
competition,308,greedy,2,6,3,a0j1,a2j1,a0j1,a2j1,a0j1,a2j1
competition,308,myopic,2,0,3,a0j0,a2j0,a0j0,a2j0,a0j0,a0j0
competition,308,myopic,2,6,3,a0j1,a2j1,a0j1,a2j1,a0j1,a2j1
competition,308,uncertainty,2,0,3,a0j0,a2j0,a0j0,a2j0,a0j0,a0j0
competition,308,uncertainty,2,6,3,a0j1,a2j1,a0j1,a2j1,a0j1,a2j1
competition,309,delay,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,309,delay,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,delay,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,delay,1,7,2,a1j1,a2j1,a1j1,a2j1,a1j1,a2j1
competition,309,edf,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,309,edf,1,1,2,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,309,edf,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,edf,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,fcfs,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,309,fcfs,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,fcfs,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,fcfs,1,7,2,a1j1,a2j1,a1j1,a2j1,a1j1,a2j1
competition,309,greedy,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,309,greedy,1,1,2,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,309,greedy,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,greedy,1,7,2,a1j1,a2j1,a1j1,a2j1,a1j1,a2j1
competition,309,myopic,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,309,myopic,1,1,2,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,309,myopic,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,myopic,1,7,2,a1j1,a2j1,a1j1,a2j1,a1j1,a2j1
competition,309,uncertainty,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,309,uncertainty,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,uncertainty,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,uncertainty,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,delay,2,0,3,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,delay,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,309,delay,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,edf,2,0,3,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,edf,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,309,edf,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,edf,2,8,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,fcfs,2,0,3,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,fcfs,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,greedy,2,0,3,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,greedy,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,309,greedy,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,myopic,2,0,3,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,myopic,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,309,myopic,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,uncertainty,2,0,3,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,309,uncertainty,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,309,uncertainty,2,8,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,delay,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,delay,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,delay,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,delay,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,310,edf,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,edf,1,1,2,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,edf,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,edf,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,fcfs,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,fcfs,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,fcfs,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,fcfs,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,310,greedy,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,greedy,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,310,greedy,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,greedy,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,310,myopic,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,myopic,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,310,myopic,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,myopic,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,310,uncertainty,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,310,uncertainty,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,uncertainty,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,uncertainty,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,310,delay,2,0,3,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,delay,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,310,delay,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,310,delay,2,8,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,edf,2,0,3,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,edf,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,310,edf,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,310,edf,2,8,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,310,fcfs,2,0,3,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,fcfs,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,310,greedy,2,0,3,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,greedy,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,310,myopic,2,0,3,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,myopic,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,310,uncertainty,2,0,3,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,310,uncertainty,2,6,3,a0j1,a1j1,a0j1,a1j1,a0j1,a1j1
competition,311,delay,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,311,delay,1,1,2,a2j0,a0j0,a2j0,a0j0,a2j0,a0j0
competition,311,delay,1,6,3,a2j1,a1j1,a2j1,a0j1,a2j1,a0j1
competition,311,delay,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,edf,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,311,edf,1,1,2,a2j0,a0j0,a2j0,a0j0,a2j0,a0j0
competition,311,edf,1,6,3,a2j1,a1j1,a2j1,a0j1,a2j1,a0j1
competition,311,edf,1,7,2,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,311,fcfs,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,311,fcfs,1,1,2,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,fcfs,1,6,3,a2j1,a1j1,a2j1,a0j1,a2j1,a0j1
competition,311,fcfs,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,greedy,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,311,greedy,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,311,greedy,1,6,3,a2j1,a1j1,a2j1,a0j1,a2j1,a0j1
competition,311,greedy,1,7,2,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,311,myopic,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,311,myopic,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,311,myopic,1,6,3,a2j1,a1j1,a2j1,a0j1,a2j1,a0j1
competition,311,myopic,1,7,2,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,311,uncertainty,1,0,3,a2j0,a1j0,a2j0,a0j0,a2j0,a0j0
competition,311,uncertainty,1,1,2,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,uncertainty,1,6,3,a2j1,a1j1,a2j1,a0j1,a2j1,a0j1
competition,311,uncertainty,1,7,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,delay,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,delay,2,2,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,311,delay,2,6,3,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,delay,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,311,edf,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,edf,2,2,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,311,edf,2,6,3,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,edf,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,311,fcfs,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,fcfs,2,6,3,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,greedy,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,greedy,2,6,3,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,greedy,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,311,myopic,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,myopic,2,6,3,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,311,myopic,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,311,uncertainty,2,0,3,a2j0,a1j0,a2j0,a1j0,a2j0,a1j0
competition,311,uncertainty,2,6,3,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,312,delay,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,delay,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,312,delay,1,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,delay,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,edf,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,edf,1,1,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,edf,1,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,edf,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,fcfs,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,fcfs,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,312,fcfs,1,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,fcfs,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,greedy,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,greedy,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,312,greedy,1,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,greedy,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,312,myopic,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,myopic,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,312,myopic,1,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,myopic,1,7,2,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,312,uncertainty,1,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,uncertainty,1,1,2,a1j0,a2j0,a1j0,a2j0,a1j0,a2j0
competition,312,uncertainty,1,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,uncertainty,1,7,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,delay,2,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,delay,2,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,delay,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,edf,2,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,edf,2,2,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,edf,2,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,edf,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,fcfs,2,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,fcfs,2,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,fcfs,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,312,greedy,2,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,greedy,2,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,myopic,2,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,myopic,2,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,uncertainty,2,0,3,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,312,uncertainty,2,6,3,a1j1,a0j1,a1j1,a0j1,a1j1,a0j1
competition,312,uncertainty,2,8,2,a1j1,a1j1,a1j1,a1j1,a1j1,a1j1
competition,313,delay,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,delay,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,delay,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,delay,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,313,edf,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,edf,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,edf,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,edf,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,313,fcfs,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,fcfs,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,fcfs,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,fcfs,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,313,greedy,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,greedy,1,1,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,313,greedy,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,greedy,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,313,myopic,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,myopic,1,1,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,313,myopic,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,myopic,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,313,uncertainty,1,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,uncertainty,1,1,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,uncertainty,1,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,uncertainty,1,7,2,a2j1,a1j1,a2j1,a1j1,a2j1,a1j1
competition,313,delay,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,delay,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,delay,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,delay,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,313,edf,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,edf,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,edf,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,edf,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,313,fcfs,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,fcfs,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,fcfs,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,fcfs,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,313,greedy,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,greedy,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,greedy,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,313,myopic,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,myopic,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,myopic,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,313,uncertainty,2,0,3,a1j0,a0j0,a1j0,a0j0,a1j0,a0j0
competition,313,uncertainty,2,2,2,a1j0,a1j0,a1j0,a1j0,a1j0,a1j0
competition,313,uncertainty,2,6,3,a0j1,a0j1,a0j1,a0j1,a0j1,a0j1
competition,313,uncertainty,2,8,2,a2j1,a2j1,a2j1,a2j1,a2j1,a2j1
competition,314,delay,1,0,3,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
competition,314,delay,1,1,2,a2j0,a2j0,a2j0,a2j0,a2j0,a2j0
competition,314,delay,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,314,delay,1,7,2,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
competition,314,edf,1,0,3,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
competition,314,edf,1,1,2,a0j0,a0j0,a0j0,a0j0,a0j0,a0j0
competition,314,edf,1,6,3,a1j1,a0j1,a1j1,a0j1,a0j1,a0j1
competition,314,edf,1,7,2,a1j1,a1j1,a1j1,a1j1,a2j1,a1j1
competition,314,fcfs,1,0,3,a0j0,a0j0,a0j0,a0j0,a2j0,a0j0
