seed,review_ticks,policy,status,review_order,timed_order
311,2,greedy,completed,"['a2j0', 'a0j0', 'a2j1', 'a1j1']","[(0, 'a2j0'), (2, 'a0j0'), (6, 'a2j1'), (8, 'a1j1')]"
311,1,delay,completed,"['a1j0', 'a0j0', 'a2j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a1j0'), (1, 'a0j0'), (2, 'a2j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
311,1,fcfs,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1')]"
311,1,uncertainty,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1')]"
311,1,myopic,completed,"['a2j0', 'a1j0', 'a0j0', 'a2j1', 'a1j1', 'a0j1']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (6, 'a2j1'), (7, 'a1j1'), (8, 'a0j1')]"
311,1,greedy,completed,"['a2j0', 'a1j0', 'a0j0', 'a2j1', 'a1j1', 'a0j1']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (6, 'a2j1'), (7, 'a1j1'), (8, 'a0j1')]"
311,1,edf,completed,"['a1j0', 'a0j0', 'a2j0', 'a2j1', 'a0j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (2, 'a2j0'), (6, 'a2j1'), (7, 'a0j1'), (8, 'a1j1')]"
312,1,fcfs,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
312,1,uncertainty,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
312,1,myopic,completed,"['a0j0', 'a1j0', 'a1j1', 'a0j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a0j1'), (8, 'a2j1')]"
312,1,greedy,completed,"['a0j0', 'a1j0', 'a1j1', 'a0j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a1j1'), (7, 'a0j1'), (8, 'a2j1')]"
312,1,edf,completed,"['a2j0', 'a1j0', 'a0j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
312,1,delay,completed,"['a0j0', 'a2j0', 'a1j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a2j0'), (2, 'a1j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
312,2,uncertainty,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
312,2,myopic,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (8, 'a2j1')]"
312,2,greedy,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (8, 'a2j1')]"
312,2,edf,completed,"['a2j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a2j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
312,2,delay,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
312,2,fcfs,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
313,2,myopic,completed,"['a1j0', 'a2j0', 'a0j1', 'a2j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (8, 'a2j1')]"
313,2,greedy,completed,"['a1j0', 'a2j0', 'a0j1', 'a2j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (8, 'a2j1')]"
313,2,edf,completed,"['a0j0', 'a1j0', 'a0j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a2j1')]"
313,2,delay,completed,"['a0j0', 'a1j0', 'a0j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a2j1')]"
313,2,fcfs,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
313,2,uncertainty,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
313,1,greedy,completed,"['a1j0', 'a0j0', 'a2j0', 'a0j1', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a2j1'), (8, 'a1j1')]"
313,1,edf,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a2j1', 'a1j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a2j1'), (8, 'a1j1')]"
313,1,delay,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
313,1,fcfs,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
313,1,uncertainty,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
313,1,myopic,completed,"['a1j0', 'a0j0', 'a2j0', 'a0j1', 'a2j1', 'a1j1']","[(0, 'a1j0'), (1, 'a0j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a2j1'), (8, 'a1j1')]"
314,1,edf,completed,"['a2j0', 'a1j0', 'a0j0', 'a0j1', 'a2j1', 'a1j1']","[(0, 'a2j0'), (1, 'a1j0'), (2, 'a0j0'), (6, 'a0j1'), (7, 'a2j1'), (8, 'a1j1')]"
314,1,delay,completed,"['a0j0', 'a2j0', 'a1j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a2j0'), (2, 'a1j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
314,1,fcfs,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
314,1,uncertainty,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
314,1,myopic,completed,"['a0j0', 'a2j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a2j0'), (2, 'a1j0'), (6, 'a1j1'), (7, 'a2j1')]"
314,1,greedy,completed,"['a0j0', 'a2j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a2j0'), (2, 'a1j0'), (6, 'a1j1'), (7, 'a2j1')]"
314,2,delay,completed,"['a2j0', 'a0j0', 'a1j1', 'a2j1']","[(0, 'a2j0'), (2, 'a0j0'), (6, 'a1j1'), (8, 'a2j1')]"
314,2,fcfs,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
314,2,uncertainty,completed,"['a0j0', 'a1j0', 'a0j1', 'a1j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a1j1')]"
314,2,myopic,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (8, 'a2j1')]"
314,2,greedy,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (8, 'a2j1')]"
314,2,edf,completed,"['a2j0', 'a1j0', 'a0j1', 'a2j1']","[(0, 'a2j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a2j1')]"
315,2,fcfs,completed,"['a0j0', 'a1j0', 'a0j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a0j1'), (8, 'a2j1')]"
315,2,uncertainty,completed,"['a0j0', 'a1j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (2, 'a1j0'), (6, 'a1j1'), (8, 'a2j1')]"
315,2,myopic,completed,"['a2j0', 'a1j0', 'a2j1', 'a0j1']","[(0, 'a2j0'), (2, 'a1j0'), (6, 'a2j1'), (8, 'a0j1')]"
315,2,greedy,completed,"['a2j0', 'a1j0', 'a2j1', 'a0j1']","[(0, 'a2j0'), (2, 'a1j0'), (6, 'a2j1'), (8, 'a0j1')]"
315,2,edf,completed,"['a0j0', 'a2j0', 'a1j1', 'a2j1']","[(0, 'a0j0'), (2, 'a2j0'), (6, 'a1j1'), (8, 'a2j1')]"
315,2,delay,completed,"['a1j0', 'a2j0', 'a0j1', 'a2j1']","[(0, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (8, 'a2j1')]"
315,1,uncertainty,completed,"['a0j0', 'a1j0', 'a2j0', 'a1j1', 'a0j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a1j1'), (7, 'a0j1'), (8, 'a2j1')]"
315,1,myopic,completed,"['a2j0', 'a1j0', 'a2j1', 'a0j1']","[(0, 'a2j0'), (1, 'a1j0'), (6, 'a2j1'), (7, 'a0j1')]"
315,1,greedy,completed,"['a2j0', 'a1j0', 'a2j1', 'a0j1']","[(0, 'a2j0'), (1, 'a1j0'), (6, 'a2j1'), (7, 'a0j1')]"
315,1,edf,completed,"['a0j0', 'a2j0', 'a1j0', 'a1j1', 'a2j1', 'a0j1']","[(0, 'a0j0'), (1, 'a2j0'), (2, 'a1j0'), (6, 'a1j1'), (7, 'a2j1'), (8, 'a0j1')]"
315,1,delay,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
315,1,fcfs,completed,"['a0j0', 'a1j0', 'a2j0', 'a0j1', 'a1j1', 'a2j1']","[(0, 'a0j0'), (1, 'a1j0'), (2, 'a2j0'), (6, 'a0j1'), (7, 'a1j1'), (8, 'a2j1')]"
